ID,title,category,target,weapon,killedinac,injured,datetimest,MGRS,GARS,GEOREF,USNG,UTM
616,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,5,0,10/28/2014 0:00,10SFF0275951559,117LP35,DJPG0893736240,10S FF 02759 51559,10S 602759 4051558
617,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,0,0,10/28/2014 0:00,10SFF0169151115,117LP35,DJPG0821736007,10S FF 01691 51115,10S 601691 4051115
618,IED EXPLOSION RPT,IED,Friendly,VOIED,8,2,10/28/2014 0:00,10SEF9518853521,117LP34,DJPG0387437348,10S EF 95188 53521,10S 595188 4053520
619,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,8,1,10/28/2014 0:00,10SEF9759752483,117LP35,DJPG0548236772,10S EF 97597 52483,10S 597596 4052482
620,SAFIRE RPT,Small Arms Fire,Friendly,Small Arms,5,9,10/28/2014 0:00,10SFF0094950164,117LP35,DJPG0771235497,10S FF 00949 50164,10S 600948 4050164
621,IED EXPLOSION RPT,IED,Friendly,VOIED,9,0,10/28/2014 0:00,10SEF9865951248,117LP35,DJPG0618536098,10S EF 98659 51248,10S 598658 4051248
622,IED EXPLOSION RPT,IED,Friendly,VOIED,0,9,10/28/2014 0:00,10SFF0266750741,117LP35,DJPG0886935798,10S FF 02667 50741,10S 602666 4050740
623,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,2,1,10/28/2014 0:00,10SEF9588253144,117LP34,DJPG0433637140,10S EF 95882 53144,10S 595881 4053144
624,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,8,9,10/29/2014 0:00,10SEF9829050716,117LP35,DJPG0593335812,10S EF 98290 50716,10S 598290 4050715
625,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,9,10/29/2014 0:00,10SEF9830550722,117LP35,DJPG0594335816,10S EF 98305 50722,10S 598305 4050722
626,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,1,9,10/29/2014 0:00,10SEF9993351025,117LP35,DJPG0703835970,10S EF 99933 51025,10S 599933 4051025
627,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,9,10/29/2014 0:00,10SEF9890651007,117LP35,DJPG0634835966,10S EF 98906 51007,10S 598905 4051006
628,UNEXPLODED ORDNANCE RPT,Unexploded Ordnance,Friendly,Unknown,3,8,10/29/2014 0:00,10SFF0013749654,117LP35,DJPG0716335227,10S FF 00137 49654,10S 600136 4049654
629,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,0,8,10/29/2014 0:00,10SFF0466049550,117LP36,DJPG1019635141,10S FF 04660 49550,10S 604660 4049550
630,SAFIRE RPT,Small Arms Fire,Friendly,Small Arms,9,0,10/29/2014 0:00,10SEF9581951079,117LP34,DJPG0427936024,10S EF 95819 51079,10S 595819 4051078
631,DISTURBANCE,Disturbance,Friendly,CWIED,1,9,10/29/2014 0:00,10SEF9843350788,117LP35,DJPG0603035851,10S EF 98433 50788,10S 598433 4050788
632,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,8,9,10/29/2014 0:00,10SFF0144850920,117LP35,DJPG0805335903,10S FF 01448 50920,10S 601448 4050920
633,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,0,10/29/2014 0:00,10SEF9688151510,117LP34,DJPG0499436250,10S EF 96881 51510,10S 596880 4051509
634,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,9,0,10/29/2014 0:00,10SFF0231452211,117LP35,DJPG0864436596,10S FF 02314 52211,10S 602313 4052211
635,IED EXPLOSION RPT,IED,Friendly,VOIED,1,9,10/29/2014 0:00,10SEF9971550758,117LP35,DJPG0688935827,10S EF 99715 50758,10S 599714 4050758
636,IED EXPLOSION RPT,IED,Friendly,VOIED,0,0,10/29/2014 0:00,10SEF9635751961,117LP34,DJPG0464636498,10S EF 96357 51961,10S 596357 4051961
637,IED EXPLOSION RPT,IED,Friendly,RCIED,8,9,10/29/2014 0:00,10SFF0144850920,117LP35,DJPG0805335903,10S FF 01448 50920,10S 601448 4050920
638,IED EXPLOSION RPT,IED,Friendly,CWIED,3,9,10/29/2014 0:00,10SEF9814050808,117LP35,DJPG0583335863,10S EF 98140 50808,10S 598140 4050808
639,IED EXPLOSION RPT,IED,Friendly,Unknown,9,0,10/29/2014 0:00,10SEF9553551201,117LP34,DJPG0408936092,10S EF 95535 51201,10S 595535 4051201
640,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,9,10/30/2014 0:00,10SEF9650450553,117LP34,DJPG0473435735,10S EF 96504 50553,10S 596503 4050552
641,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,2,8,10/30/2014 0:00,10SEF9841049070,117LP38,DJPG0600134922,10S EF 98410 49070,10S 598410 4049070
642,IED EXPLOSION RPT,IED,Friendly,Unknown,4,9,10/30/2014 0:00,10SEF9829650972,117LP35,DJPG0593935951,10S EF 98296 50972,10S 598296 4050971
643,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,4,0,10/30/2014 0:00,10SFF0161351297,117LP35,DJPG0816636106,10S FF 01613 51297,10S 601612 4051296
644,IED EXPLOSION RPT,IED,Friendly,RCIED,3,9,10/30/2014 0:00,10SEF9417850465,117LP34,DJPG0317435702,10S EF 94178 50465,10S 594178 4050465
645,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,1,10/30/2014 0:00,10SFF0412652601,117LP35,DJPG0986236795,10S FF 04126 52601,10S 604125 4052601
646,ATTACK RPT,Attack,Friendly,Small Arms,0,9,10/30/2014 0:00,10SFF0221450719,117LP35,DJPG0856535789,10S FF 02214 50719,10S 602214 4050718
647,MINE STRIKE RPT,Mine,Friendly,Mine,5,0,10/30/2014 0:00,10SFF0226151157,117LP35,DJPG0860036026,10S FF 02261 51157,10S 602260 4051157
648,ATTACK RPT,Attack,Enemy,Unknown,9,9,10/30/2014 0:00,10SFF0272350270,117LP35,DJPG0890335544,10S FF 02723 50270,10S 602723 4050270
649,ARREST RPT,Arrest,Enemy,Unknown,1,4,10/30/2014 0:00,10SEF9653845129,117LP37,DJPG0471632802,10S EF 96538 45129,10S 596537 4045128
650,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,1,10/30/2014 0:00,10SEF9669753045,117LP34,DJPG0488237082,10S EF 96697 53045,10S 596696 4053045
651,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,1,1,10/30/2014 0:00,10SFF0502353262,117LP36,DJPG1047037146,10S FF 05023 53262,10S 605023 4053261
652,INDIRECT FIRE RPT,Indirect Fire,Neutral,Mortar,0,0,10/30/2014 0:00,10SFF0239051112,117LP35,DJPG0868636001,10S FF 02390 51112,10S 602390 4051111
653,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,0,9,10/30/2014 0:00,10SFF0432250369,117LP35,DJPG0997635586,10S FF 04322 50369,10S 604322 4050368
654,DISTURBANCE,Disturbance,Friendly,Small Arms,0,0,10/30/2014 0:00,10SFF0261752014,117LP35,DJPG0884636487,10S FF 02617 52014,10S 602616 4052013
655,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,9,10/30/2014 0:00,10SFF0094250021,117LP35,DJPG0770635420,10S FF 00942 50021,10S 600941 4050020
656,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,6,10/30/2014 0:00,10SEF9674747445,117LP37,DJPG0487434053,10S EF 96747 47445,10S 596747 4047444
657,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,1,9,10/30/2014 0:00,10SFF0148451069,117LP35,DJPG0807835983,10S FF 01484 51069,10S 601484 4051068
658,INDIRECT FIRE RPT,Indirect Fire,Friendly,Unknown,3,9,10/30/2014 0:00,10SEF9830550722,117LP35,DJPG0594335816,10S EF 98305 50722,10S 598305 4050722
659,DISTURBANCE,Disturbance,Friendly,Small Arms,2,9,10/30/2014 0:00,10SFF0126450600,117LP35,DJPG0792735731,10S FF 01264 50600,10S 601263 4050599
660,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,2,10/30/2014 0:00,10SFF0455653910,117LP36,DJPG1016237500,10S FF 04556 53910,10S 604556 4053910
661,ARREST RPT,Arrest,Enemy,Unknown,0,1,10/30/2014 0:00,10SFF0357152585,117LP35,DJPG0949036790,10S FF 03571 52585,10S 603571 4052585
662,ATTACK RPT,Attack,Friendly,Small Arms,8,1,10/31/2014 0:00,10SEF9664952724,117LP34,DJPG0484836909,10S EF 96649 52724,10S 596649 4052723
663,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,8,0,10/31/2014 0:00,10SFF0392651295,117LP35,DJPG0971836090,10S FF 03926 51295,10S 603925 4051294
664,ATTACK RPT,Attack,Friendly,Rocket,1,7,10/31/2014 0:00,10SFF0224848835,117LP38,DJPG0857334770,10S FF 02248 48835,10S 602247 4048834
665,IED EXPLOSION RPT,IED,Friendly,VOIED,9,8,10/31/2014 0:00,10SFF0442349836,117LP36,DJPG1003935297,10S FF 04423 49836,10S 604422 4049835
666,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,9,0,10/31/2014 0:00,10SFF0382051887,117LP35,DJPG0965136411,10S FF 03820 51887,10S 603820 4051886
667,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,4,10/31/2014 0:00,10SEF9645244733,117LP37,DJPG0465632588,10S EF 96452 44733,10S 596452 4044733
668,ESCALATION OF FORCE RPT,Other,Enemy,Unknown,9,0,10/31/2014 0:00,10SFF0147151270,117LP35,DJPG0807136092,10S FF 01471 51270,10S 601471 4051270
669,IED EXPLOSION RPT,IED,Friendly,VOIED,9,2,10/31/2014 0:00,10SEF9654553396,117LP34,DJPG0478337273,10S EF 96545 53396,10S 596545 4053395
670,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,1,0,10/31/2014 0:00,10SEF9716252087,117LP35,DJPG0518736561,10S EF 97162 52087,10S 597161 4052086
671,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,3,9,10/31/2014 0:00,10SFF0282550146,117LP35,DJPG0897035475,10S FF 02825 50146,10S 602824 4050145
672,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,0,4,10/31/2014 0:00,10SEF9609845424,117LP37,DJPG0442332964,10S EF 96098 45424,10S 596097 4045423
673,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,9,1,10/31/2014 0:00,10SEF9658052383,117LP34,DJPG0479936725,10S EF 96580 52383,10S 596579 4052383
674,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,1,1,10/31/2014 0:00,10SEF9738252847,117LP35,DJPG0534036971,10S EF 97382 52847,10S 597381 4052847
675,PROPAGANDA,Propaganda,Friendly,Small Arms,3,0,10/31/2014 0:00,10SFF0126351271,117LP35,DJPG0793136094,10S FF 01263 51271,10S 601262 4051270
676,IED EXPLOSION RPT,IED,Friendly,VOIED,9,8,10/31/2014 0:00,10SEF9889649164,117LP38,DJPG0632734969,10S EF 98896 49164,10S 598895 4049163
677,UNEXPLODED ORDNANCE RPT,Unexploded Ordnance,Friendly,,0,9,10/31/2014 0:00,10SFF0243050585,117LP35,DJPG0870935716,10S FF 02430 50585,10S 602430 4050584
678,TURN IN RPT,Other,Friendly,Unknown,4,5,10/31/2014 0:00,10SEF9635545811,117LP37,DJPG0459833172,10S EF 96355 45811,10S 596354 4045811
679,IED EXPLOSION RPT,IED,Friendly,Unknown,5,0,10/31/2014 0:00,10SFF0152051109,117LP35,DJPG0810336005,10S FF 01520 51109,10S 601520 4051109
680,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,2,0,10/31/2014 0:00,10SFF0343751820,117LP35,DJPG0939436377,10S FF 03437 51820,10S 603436 4051820
681,INDIRECT FIRE RPT,Other,Friendly,Mortar,9,9,10/31/2014 0:00,10SEF9829751016,117LP35,DJPG0594035975,10S EF 98297 51016,10S 598296 4051015
682,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,0,10/31/2014 0:00,10SFF0197051294,117LP35,DJPG0840636102,10S FF 01970 51294,10S 601970 4051294
683,IED EXPLOSION RPT,Direct Fire,Friendly,VOIED,8,0,11/1/2014 0:00,10SFF0147451324,117LP35,DJPG0807436122,10S FF 01474 51324,10S 601474 4051324
684,DETAIN RPT,Detain,Neutral,Unknown,1,3,11/1/2014 0:00,10SFF0656354576,117LP36,DJPG1151437846,10S FF 06563 54576,10S 606563 4054575
685,INDIRECT FIRE RPT,Indirect Fire,Friendly,Unknown,9,1,11/1/2014 0:00,10SEF9602553135,117LP34,DJPG0443237135,10S EF 96025 53135,10S 596025 4053135
686,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,9,11/1/2014 0:00,10SFF0259150582,117LP35,DJPG0881635713,10S FF 02591 50582,10S 602590 4050581
687,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,9,0,11/1/2014 0:00,10SFF0286651798,117LP35,DJPG0901136369,10S FF 02866 51798,10S 602865 4051797
688,DISTURBANCE,Disturbance,Friendly,CWIED,9,0,11/1/2014 0:00,10SFF0399651567,117LP35,DJPG0976736237,10S FF 03996 51567,10S 603996 4051567
689,IED EXPLOSION RPT,IED,Friendly,VOIED,0,9,11/1/2014 0:00,10SEF9887350322,117LP35,DJPG0632135596,10S EF 98873 50322,10S 598873 4050321
690,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,7,8,11/1/2014 0:00,10SFF0285049264,117LP38,DJPG0898034999,10S FF 02850 49264,10S 602850 4049264
691,UNEXPLODED ORDNANCE RPT,Unexploded Ordnance,Friendly,Unknown,6,1,11/1/2014 0:00,10SEF9627652212,117LP34,DJPG0459436634,10S EF 96276 52212,10S 596276 4052212
692,IED EXPLOSION RPT,IED,Friendly,VOIED,9,5,11/1/2014 0:00,10SEF9634546033,117LP37,DJPG0459333292,10S EF 96345 46033,10S 596345 4046033
693,DETAIN RPT,Detain,Enemy,Unknown,1,0,11/1/2014 0:00,10SFF0384351753,117LP35,DJPG0966636338,10S FF 03843 51753,10S 603842 4051753
694,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,4,9,11/1/2014 0:00,10SFF0082150544,117LP35,DJPG0762935704,10S FF 00821 50544,10S 600821 4050544
695,MURDER,Murder,Friendly,Small Arms,0,0,11/1/2014 0:00,10SFF0135651328,117LP35,DJPG0799436124,10S FF 01356 51328,10S 601355 4051328
696,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,2,6,11/1/2014 0:00,10SEF9663347063,117LP37,DJPG0479433847,10S EF 96633 47063,10S 596633 4047062
697,ACCIDENT,Accident,Friendly,Small Arms,9,1,11/1/2014 0:00,10SFF0515853349,117LP36,DJPG1056137192,10S FF 05158 53349,10S 605158 4053348
698,SURVEILLANCE RPT,Surveillance,Enemy,Unknown,0,9,11/2/2014 0:00,10SFF0443650575,117LP36,DJPG1005435697,10S FF 04436 50575,10S 604435 4050575
699,IED EXPLOSION RPT,IED,Friendly,Unknown,9,6,11/2/2014 0:00,10SEF9674747445,117LP37,DJPG0487434053,10S EF 96747 47445,10S 596747 4047444
700,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,11/2/2014 0:00,10SFF0156050900,117LP35,DJPG0812835891,10S FF 01560 50900,10S 601559 4050899
701,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,9,0,11/2/2014 0:00,10SEF9495551709,117LP34,DJPG0370436370,10S EF 94955 51709,10S 594955 4051709
702,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,2,11/2/2014 0:00,10SFF0348653758,117LP35,DJPG0944237425,10S FF 03486 53758,10S 603485 4053757
703,ARREST RPT,Arrest,Enemy,Unknown,9,1,11/2/2014 0:00,10SFF0438852977,117LP36,DJPG1004136996,10S FF 04388 52977,10S 604388 4052976
704,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,0,11/2/2014 0:00,10SEF9485951645,117LP34,DJPG0363936336,10S EF 94859 51645,10S 594858 4051644
705,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,0,5,11/2/2014 0:00,10SEF9612145941,117LP37,DJPG0444333244,10S EF 96121 45941,10S 596121 4045941
706,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,11/2/2014 0:00,10SEF9907250432,117LP35,DJPG0645635654,10S EF 99072 50432,10S 599072 4050431
707,IED EXPLOSION RPT,IED,Friendly,RCIED,9,2,11/2/2014 0:00,10SFF0317153476,117LP35,DJPG0922937274,10S FF 03171 53476,10S 603170 4053475
708,ARREST RPT,Arrest,Enemy,Unknown,1,8,11/2/2014 0:00,10SFF0047049870,117LP35,DJPG0738835341,10S FF 00470 49870,10S 600469 4049869
709,IED EXPLOSION RPT,IED,Friendly,VOIED,2,9,11/2/2014 0:00,10SFF0364950592,117LP35,DJPG0952635712,10S FF 03649 50592,10S 603648 4050592
710,IED EXPLOSION RPT,IED,Friendly,VOIED,1,0,11/3/2014 0:00,10SFF0516852180,117LP36,DJPG1055836560,10S FF 05168 52180,10S 605168 4052179
711,PROPAGANDA,Propaganda,Friendly,RPG,1,8,11/3/2014 0:00,10SFF0285849330,117LP35,DJPG0898635034,10S FF 02858 49330,10S 602858 4049330
712,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,3,11/3/2014 0:00,10SEF9584654718,117LP34,DJPG0432437992,10S EF 95846 54718,10S 595845 4054717
713,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,9,0,11/3/2014 0:00,10SFF0354151726,117LP35,DJPG0946336325,10S FF 03541 51726,10S 603540 4051725
714,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,9,8,11/3/2014 0:00,10SFF0485049079,117LP39,DJPG1032034885,10S FF 04850 49079,10S 604850 4049078
715,IED EXPLOSION RPT,IED,Friendly,VOIED,0,1,11/3/2014 0:00,10SFF0334152245,117LP35,DJPG0933336607,10S FF 03341 52245,10S 603340 4052245
716,IED EXPLOSION RPT,IED,Friendly,CWIED,0,9,11/3/2014 0:00,10SFF0217650969,117LP35,DJPG0854135925,10S FF 02176 50969,10S 602175 4050968
717,IED EXPLOSION RPT,IED,Friendly,VOIED,8,0,11/3/2014 0:00,10SFF0140051483,117LP35,DJPG0802536208,10S FF 01400 51483,10S 601400 4051483
718,DIRECT FIRE RPT,Direct Fire,Friendly,Mortar,5,8,11/24/2014 0:00,10SFF0270149397,117LP35,DJPG0888135071,10S FF 02701 49397,10S 602701 4049396
719,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,1,9,11/24/2014 0:00,10SFF0424750572,117LP35,DJPG0992735697,10S FF 04247 50572,10S 604246 4050572
720,IED EXPLOSION RPT,IED,Friendly,VOIED,1,9,11/24/2014 0:00,10SEF9803749972,117LP35,DJPG0575735412,10S EF 98037 49972,10S 598036 4049972
721,IED EXPLOSION RPT,IED,Friendly,VOIED,5,1,11/24/2014 0:00,10SEF9686852934,117LP34,DJPG0499637021,10S EF 96868 52934,10S 596867 4052933
722,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,1,1,11/24/2014 0:00,10SEF9649052566,117LP34,DJPG0474036824,10S EF 96490 52566,10S 596489 4052566
723,IED EXPLOSION RPT,IED,Friendly,VOIED,2,5,11/24/2014 0:00,10SEF9664046533,117LP37,DJPG0479533560,10S EF 96640 46533,10S 596639 4046532
724,IED EXPLOSION RPT,IED,Friendly,Unknown,0,9,11/24/2014 0:00,10SFF0410550051,117LP35,DJPG0982835416,10S FF 04105 50051,10S 604105 4050050
725,INDIRECT FIRE RPT,Other,Friendly,Mortar,8,8,11/24/2014 0:00,10SFF0091449792,117LP35,DJPG0768535297,10S FF 00914 49792,10S 600913 4049792
726,ATTACK RPT,Attack,Friendly,Rocket,5,1,11/24/2014 0:00,10SEF9734552272,117LP35,DJPG0531136660,10S EF 97345 52272,10S 597345 4052272
727,ASSASSINATION,Assassination,Neutral,Small Arms,0,1,11/24/2014 0:00,10SEF9601152679,117LP34,DJPG0441936888,10S EF 96011 52679,10S 596010 4052678
728,IED EXPLOSION RPT,IED,Friendly,VOIED,9,5,11/24/2014 0:00,10SEF9720146139,117LP38,DJPG0516833344,10S EF 97201 46139,10S 597201 4046138
729,ATTACK RPT,Attack,Neutral,Small Arms,8,8,11/24/2014 0:00,10SFF0452949682,117LP36,DJPG1010935214,10S FF 04529 49682,10S 604529 4049681
730,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,8,0,11/24/2014 0:00,10SFF0311751486,117LP35,DJPG0917736198,10S FF 03117 51486,10S 603117 4051486
731,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,9,9,11/24/2014 0:00,10SFF0026050553,117LP35,DJPG0725335712,10S FF 00260 50553,10S 600259 4050552
732,UNEXPLODED ORDNANCE RPT,Unexploded Ordnance,Friendly,Unknown,8,0,11/24/2014 0:00,10SFF0346151843,117LP35,DJPG0941136389,10S FF 03461 51843,10S 603461 4051843
733,DISTURBANCE,Disturbance,Friendly,CWIED,2,4,11/25/2014 0:00,10SEF9645344808,117LP37,DJPG0465732629,10S EF 96453 44808,10S 596452 4044808
734,IED EXPLOSION RPT,IED,Friendly,VOIED,9,9,11/25/2014 0:00,10SEF9847250829,117LP35,DJPG0605635873,10S EF 98472 50829,10S 598471 4050829
735,INDIRECT FIRE RPT,Indirect Fire,Friendly,Unknown,8,1,11/25/2014 0:00,10SFF0517152500,117LP36,DJPG1056336733,10S FF 05171 52500,10S 605170 4052500
736,INDIRECT FIRE RPT,Indirect Fire,Friendly,Unknown,4,2,11/25/2014 0:00,10SEF9658153322,117LP34,DJPG0480637233,10S EF 96581 53322,10S 596580 4053322
737,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,1,8,11/25/2014 0:00,10SFF0201349486,117LP35,DJPG0842035124,10S FF 02013 49486,10S 602013 4049485
738,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,1,11/25/2014 0:00,10SEF9604353213,117LP34,DJPG0444537176,10S EF 96043 53213,10S 596043 4053212
739,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,1,0,11/25/2014 0:00,10SFF0437251587,117LP36,DJPG1001936245,10S FF 04372 51587,10S 604371 4051587
740,IED EXPLOSION RPT,IED,Friendly,Unknown,0,2,11/25/2014 0:00,10SFF0353953788,117LP35,DJPG0947837440,10S FF 03539 53788,10S 603539 4053787
741,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,2,8,11/25/2014 0:00,10SFF0278949308,117LP35,DJPG0893935023,10S FF 02789 49308,10S 602789 4049308
742,INDIRECT FIRE RPT,Indirect Fire,Neutral,Mortar,9,0,11/25/2014 0:00,10SFF0438651580,117LP36,DJPG1002936241,10S FF 04386 51580,10S 604386 4051580
743,IED EXPLOSION RPT,IED,Friendly,Unknown,8,8,11/25/2014 0:00,10SEF9853549879,117LP35,DJPG0609135358,10S EF 98535 49879,10S 598534 4049878
744,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,0,0,11/25/2014 0:00,10SFF0444551684,117LP36,DJPG1006936297,10S FF 04445 51684,10S 604444 4051684
745,DISTURBANCE,Disturbance,Friendly,CWIED,9,9,11/25/2014 0:00,10SEF9650450553,117LP34,DJPG0473435735,10S EF 96504 50553,10S 596503 4050552
746,TURN IN RPT,Other,Friendly,Unknown,8,0,11/25/2014 0:00,10SFF0350151688,117LP35,DJPG0943636305,10S FF 03501 51688,10S 603501 4051687
747,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,9,9,11/25/2014 0:00,10SFF0175550552,117LP35,DJPG0825635702,10S FF 01755 50552,10S 601755 4050551
748,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,0,0,11/25/2014 0:00,10SFF0412451343,117LP35,DJPG0985136115,10S FF 04124 51343,10S 604123 4051343
749,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,0,8,11/25/2014 0:00,10SFF0270149397,117LP35,DJPG0888135071,10S FF 02701 49397,10S 602701 4049396
750,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,6,9,11/25/2014 0:00,10SFF0109750475,117LP35,DJPG0781435665,10S FF 01097 50475,10S 601097 4050474
751,ATTACK RPT,Attack,Friendly,Small Arms,2,9,11/25/2014 0:00,10SFF0203650835,117LP35,DJPG0844635853,10S FF 02036 50835,10S 602035 4050834
752,IED EXPLOSION RPT,IED,Friendly,Unknown,3,0,11/26/2014 0:00,10SFF0122351353,117LP35,DJPG0790636139,10S FF 01223 51353,10S 601223 4051352
753,ATTACK RPT,Attack,Neutral,Small Arms,3,1,11/26/2014 0:00,10SFF0378053074,117LP35,DJPG0963437053,10S FF 03780 53074,10S 603780 4053073
754,ATTACK RPT,Attack,Enemy,Unknown,4,9,11/26/2014 0:00,10SFF0405350475,117LP35,DJPG0979635646,10S FF 04053 50475,10S 604053 4050475
755,MURDER,Murder,Friendly,Small Arms,1,9,11/26/2014 0:00,10SFF0077950489,117LP35,DJPG0760135674,10S FF 00779 50489,10S 600779 4050488
756,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,9,9,11/26/2014 0:00,10SFF0036350486,117LP35,DJPG0732135675,10S FF 00363 50486,10S 600362 4050486
757,IED EXPLOSION RPT,IED,Friendly,VOIED,9,8,11/26/2014 0:00,10SFF0265749208,117LP38,DJPG0885034970,10S FF 02657 49208,10S 602656 4049208
758,ATTACK RPT,Attack,Neutral,Small Arms,0,8,11/26/2014 0:00,10SEF9842649756,117LP35,DJPG0601735292,10S EF 98426 49756,10S 598426 4049755
759,IED EXPLOSION RPT,IED,Friendly,VOIED,4,9,11/26/2014 0:00,10SFF0108150361,117LP35,DJPG0780335603,10S FF 01081 50361,10S 601081 4050360
760,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,9,2,11/26/2014 0:00,10SFF0444053367,117LP36,DJPG1008037207,10S FF 04440 53367,10S 604440 4053366
761,IED EXPLOSION,IED,Friendly,Unknown,8,8,11/26/2014 0:00,10SFF0048249093,117LP38,DJPG0739134921,10S FF 00482 49093,10S 600482 4049093
762,INDIRECT FIRE RPT,Indirect Fire,Friendly,Unknown,9,0,11/26/2014 0:00,10SFF0397051634,117LP35,DJPG0975036273,10S FF 03970 51634,10S 603969 4051633
763,MINE STRIKE RPT,Mine,Neutral,Mine,0,9,11/26/2014 0:00,10SFF0283851065,117LP35,DJPG0898635973,10S FF 02838 51065,10S 602837 4051065
764,IED EXPLOSION RPT,IED,Friendly,VOIED,9,8,11/26/2014 0:00,10SFF0468749098,117LP39,DJPG1021134897,10S FF 04687 49098,10S 604687 4049098
765,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,9,9,11/26/2014 0:00,10SFF0291150418,117LP35,DJPG0903035622,10S FF 02911 50418,10S 602910 4050418
766,IED EXPLOSION RPT,IED,Friendly,VOIED,0,0,11/27/2014 0:00,10SEF9883051180,117LP35,DJPG0629936060,10S EF 98830 51180,10S 598830 4051179
767,UNEXPLODED ORDNANCE RPT,Unexploded Ordnance,Friendly,Unknown,9,8,11/27/2014 0:00,10SFF0270149397,117LP35,DJPG0888135071,10S FF 02701 49397,10S 602701 4049396
768,ARREST RPT,Arrest,Enemy,None,9,7,11/27/2014 0:00,10SFF0279948843,117LP38,DJPG0894234771,10S FF 02799 48843,10S 602798 4048842
769,IED EXPLOSION RPT,IED,Friendly,VOIED,2,9,11/27/2014 0:00,10SEF9884450470,117LP35,DJPG0630335676,10S EF 98844 50470,10S 598843 4050469
770,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,2,0,11/27/2014 0:00,10SFF0399351947,117LP35,DJPG0976836442,10S FF 03993 51947,10S 603992 4051946
